urban_area,County_name,Tract,Low_Response_Score,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
,Jim Wells County,950400,25.8,81.3,4.5,25.4,11.1
,Jim Wells County,950500,28.5,89.2,5.2,28.9,9.8
,Jim Wells County,950600,26.5,96.0,3.3,29.3,11.7
,Blanco County,950100,20,17.7,5.6,9.7,3.7
,Borden County,950100,19.6,9.5,6.2,1.0,1.0
,Bosque County,950500,19.5,30.3,5.5,19.0,7.8
,Val Verde County,950500,29.8,71.2,5.6,29.6,13.4
,Val Verde County,950601,27.2,95.6,4.2,23.2,11.2
,Val Verde County,950201,21.6,60.0,4.6,11.7,6.2
,Val Verde County,950400,27.4,85.6,5.2,21.9,8.5
,Blanco County,950200,19.6,19.8,4.7,10.4,3.6
,Val Verde County,950602,27,98.4,3.2,31.9,9.4
,Val Verde County,950700,24.6,86.6,6.3,24.6,8.3
,Galveston County,726000,18,17.4,7.5,2.8,2.0
,Galveston County,721900,27,25.0,5.2,16.7,7.0
,Galveston County,722800,23.9,36.5,9.5,21.3,11.0
,Galveston County,723400,18.7,14.8,6.7,5.0,2.8
,Galveston County,723800,16.1,9.3,4.0,8.1,3.7
,Galveston County,726100,15.7,9.3,4.5,8.6,4.0
,Galveston County,724900,23.8,36.1,11.0,19.9,7.3
,Galveston County,722200,27.1,31.6,10.4,37.5,10.3
,Galveston County,723600,21.6,27.3,8.2,15.6,5.8
,Galveston County,725700,15.5,28.6,11.9,7.9,6.2
,Galveston County,724200,26.4,10.0,3.9,28.8,7.1
,Maverick County,950201,30.2,92.1,2.1,36.6,9.9
,Maverick County,950500,28.7,95.9,3.2,50.4,10.4
,Maverick County,950400,26.3,96.8,3.5,25.8,8.4
,Maverick County,950602,27.7,99.1,1.6,27.7,9.8
,Maverick County,950300,25,91.9,2.4,12.0,4.8
,Maverick County,950601,27.2,97.3,3.4,36.4,10.7
,Concho County,950300,24,54.8,0.0,13.1,4.7
,San Patricio County,10800,26.1,78.3,5.9,24.3,7.4
,Erath County,950700,20.8,24.9,9.1,12.1,5.7
,Erath County,950300,23.3,36.0,5.0,16.9,8.6
,Erath County,950500,26,16.3,4.7,26.0,7.4
,Erath County,950600,24.2,16.2,4.5,44.4,10.1
,Erath County,950400,22.9,13.6,5.3,33.9,10.6
,Erath County,950100,18,8.8,5.4,6.7,2.3
,Williamson County,20900,19.9,16.7,3.9,12.6,5.4
,Williamson County,21300,23.2,29.3,6.1,18.3,6.2
,Williamson County,21000,28.4,62.0,8.9,34.8,10.7
,Cameron County,11902,24.4,81.2,11.1,34.5,14.2
,Cameron County,12301,22.2,51.3,6.6,22.1,9.8
,Cameron County,10100,26,78.8,4.7,31.4,9.1
,Cameron County,11903,29.8,96.9,3.6,36.2,8.8
,Cameron County,11400,24.6,91.5,8.3,26.6,12.1
,Cameron County,11600,28.6,97.9,1.7,39.8,8.9
,Grimes County,180302,21.2,9.3,7.9,17.1,6.1
,Grimes County,180101,27.1,38.9,5.3,28.6,8.3
,Grimes County,180200,22.9,32.4,4.3,17.3,8.4
,Grimes County,180102,21.3,12.3,5.3,23.3,8.4
,Matagorda County,730700,22.8,42.7,7.9,17.8,9.2
,Matagorda County,730400,25.2,21.7,12.7,20.2,9.8
,Matagorda County,730100,25.8,60.1,6.8,27.4,6.0
,Matagorda County,730501,19.2,14.8,7.3,16.5,6.8
,Matagorda County,730600,25.8,51.8,6.1,22.9,9.4
,Roberts County,950100,16.9,1.1,1.2,2.1,1.3
,San Patricio County,11000,25.7,76.4,5.4,17.9,6.7
,San Patricio County,10900,23.6,59.2,7.8,10.8,5.9
,San Patricio County,11300,28.3,94.4,2.1,30.4,7.5
,San Patricio County,11200,22.3,53.7,11.2,13.1,5.3
,Calhoun County,400,23.8,52.5,8.1,22.9,9.3
,Calhoun County,300,20,29.4,8.0,4.0,2.6
,Calhoun County,200,25.4,66.1,8.0,19.4,7.6
,Calhoun County,100,22.2,46.2,6.5,21.6,7.6
,Galveston County,722100,17.2,29.3,8.4,8.1,4.6
,Galveston County,722300,25.9,38.4,8.7,30.6,12.0
,Galveston County,722600,26.4,24.3,11.3,21.8,9.0
,Galveston County,722700,24.8,9.2,7.8,25.1,9.4
,Jim Hogg County,950200,26.1,95.1,5.2,7.4,4.7
,Ellis County,61400,20.5,23.4,4.5,9.5,4.5
,Matagorda County,730202,20.4,24.6,10.6,2.5,3.1
,Matagorda County,730302,28.6,37.3,5.5,18.3,7.9
,Matagorda County,730201,23,42.3,6.7,28.3,7.3
,Brazos County,103,18.3,6.2,4.6,2.0,2.9
,Ellis County,61300,22.1,33.2,11.5,24.8,13.6
,Ellis County,61500,26,54.3,8.2,40.4,11.7
,Ellis County,61600,27.2,43.8,8.2,29.8,8.0
,Ellis County,61700,19.5,25.0,7.4,13.7,6.2
,Ellis County,61000,21.8,17.7,3.7,12.7,3.4
,Ellis County,61200,23.6,35.5,10.1,14.1,4.7
,DeWitt County,970200,25.5,44.3,5.8,21.9,8.1
,DeWitt County,970300,21.4,27.6,8.5,10.2,5.2
,DeWitt County,970100,21.3,34.3,6.5,10.9,4.5
,DeWitt County,970500,20.7,28.6,7.8,10.8,4.0
,DeWitt County,970400,20.5,26.4,6.7,13.1,5.5
,Crane County,950100,23.2,58.4,0.0,10.4,4.1
,Dimmit County,950200,28.1,87.4,7.2,17.8,5.7
,Duval County,950100,30.1,88.1,4.2,26.6,10.5
,Duval County,950200,27.4,84.2,6.2,19.7,7.6
,Sterling County,950100,21.5,36.1,8.5,20.4,10.4
,Wichita County,13800,17.3,3.0,1.8,4.5,2.6
,Wichita County,13502,15.8,5.1,3.3,3.1,3.6
,Navarro County,970900,25.6,47.3,5.3,23.4,6.8
,Navarro County,970200,21.6,19.9,4.6,22.2,8.4
,Navarro County,970300,22,22.4,7.3,17.9,6.5
,Navarro County,970800,25.6,49.9,8.2,28.8,13.9
,Navarro County,970700,21.8,6.8,2.8,22.2,4.2
,Navarro County,970500,20.6,25.7,6.2,25.1,8.6
,Navarro County,970600,20.7,4.7,2.9,16.5,3.4
,Navarro County,970100,23.9,33.4,6.0,27.0,7.0
,Navarro County,970400,19.8,14.3,5.0,19.0,5.6
,Navarro County,971000,20.2,23.2,10.5,20.5,5.4
,Somervell County,200,19.1,23.9,10.0,6.8,3.4
,Somervell County,100,19.9,17.9,2.6,13.0,5.0
,Kaufman County,50204,20.8,29.9,6.7,7.8,4.8
,Bexar County,152100,25.9,72.3,4.0,18.2,5.3
,Wilbarger County,950500,25.1,18.3,6.0,33.5,9.9
,Wilbarger County,950700,25.4,44.9,7.6,29.3,8.6
,Wilbarger County,950300,19.3,11.1,6.1,8.2,4.9
,Wilbarger County,950600,19.2,29.1,4.0,13.6,5.5
,Brazoria County,663300,21.4,34.8,9.0,6.2,4.6
,Orange County,20800,19.2,4.1,3.7,20.3,6.6
,Henderson County,950200,19.6,10.7,4.1,12.8,6.2
,Henderson County,950400,18.4,9.1,6.5,19.0,5.8
,Henderson County,951000,23.2,16.7,7.8,26.0,9.3
,Henderson County,951100,19.2,6.7,4.5,17.0,9.9
,Henderson County,950800,16.1,5.2,3.1,10.7,3.9
,Henderson County,951400,19.6,5.1,3.4,17.0,5.0
,Henderson County,950700,20.6,16.7,5.6,27.5,8.9
,Henderson County,950500,19.7,3.4,1.8,14.9,6.1
,Henderson County,951300,20.4,21.9,8.8,26.4,11.0
,Henderson County,950300,18.4,12.4,5.8,14.9,6.7
,Henderson County,950100,17.4,5.5,2.7,12.8,4.5
,Henderson County,951200,26.1,37.9,6.2,35.2,8.3
,Cass County,950500,17,6.2,4.7,24.6,7.1
,Cass County,950100,17.8,3.7,2.2,12.4,4.2
,Cass County,950700,19.6,3.2,2.1,22.9,7.0
,Cass County,950200,19.5,1.1,1.3,16.1,5.7
,Cass County,950300,20.5,1.0,1.0,26.5,7.1
,Cass County,950600,20.1,7.4,3.0,23.6,6.5
,Cass County,950400,21.7,2.7,3.4,24.9,7.3
,Cameron County,12304,26.6,75.8,5.8,32.7,9.2
,Hunt County,961501,17.3,3.8,3.7,8.5,6.3
,Live Oak County,950100,23.8,43.4,4.7,19.8,6.8
,Live Oak County,950200,23.2,55.3,8.2,20.0,9.1
,Live Oak County,950400,17.9,19.2,9.6,11.3,6.3
,Live Oak County,950300,20.1,23.4,7.3,9.7,6.6
,Walker County,790200,22.5,10.7,1.8,9.7,3.3
,Walker County,790400,24.9,25.7,2.9,16.9,9.6
,Walker County,790300,16.9,4.8,2.5,5.2,2.4
,Walker County,790500,26.8,11.3,3.5,42.7,7.9
,Wood County,950602,12,5.5,5.4,6.8,4.1
,Wood County,950301,15.8,3.5,2.4,15.9,5.2
,Wood County,950601,20.3,6.2,2.9,17.5,6.7
,Stephens County,950500,17.8,7.4,2.5,5.3,3.0
,Hale County,950400,23.9,56.6,8.2,14.6,6.7
,Hale County,950300,18.8,38.5,7.3,17.5,7.5
,Hale County,950900,21.3,50.2,6.4,16.9,5.9
,Hale County,950500,26.5,57.0,10.5,26.5,10.5
,Bexar County,161901,25.7,69.0,17.3,2.8,3.3
,Hale County,950700,24.1,58.3,7.4,26.3,7.1
,Hale County,950600,23.1,41.4,6.3,9.7,5.5
,Hale County,950100,26.9,78.3,4.8,36.2,8.8
,Hale County,950800,22.8,56.4,7.7,23.3,7.3
,Houston County,950700,23,14.1,3.2,14.4,7.2
,Houston County,950200,19.9,12.3,8.2,16.9,8.5
,Houston County,950100,19.2,6.4,4.9,20.9,6.9
,Houston County,950500,18.5,9.8,4.0,10.7,3.1
,Houston County,950600,19.9,4.1,4.0,19.4,11.6
,Houston County,950300,22.7,6.5,3.9,35.4,12.4
,Erath County,950202,21.3,13.2,4.6,19.7,6.0
,Erath County,950201,21.5,33.5,12.9,29.0,12.9
,Houston County,950400,26.6,17.8,6.5,39.5,7.1
,Nolan County,950100,19.2,17.0,9.3,8.9,4.8
,Nolan County,950500,20.4,30.6,6.8,16.6,5.0
,Nolan County,950200,18.6,25.9,3.7,14.6,6.6
,Nolan County,950400,24.1,53.8,2.1,22.5,9.1
,Nolan County,950300,25.4,39.2,7.6,31.2,8.5
,Hopkins County,950402,20.5,17.8,7.8,21.4,10.2
,Hopkins County,950401,22.9,24.2,9.5,25.9,10.0
,Hall County,950500,21.2,34.0,0.0,24.1,6.5
,Scurry County,950600,24.1,42.7,5.1,15.8,6.1
,Scurry County,950300,18.8,23.0,6.0,11.5,5.1
,Scurry County,950200,19.8,36.1,16.1,6.8,5.3
,Scurry County,950100,25.3,52.2,8.1,12.8,9.0
,Dallam County,950100,22.9,18.9,9.4,20.7,11.7
,Mills County,950100,18.5,13.1,5.0,14.2,5.1
,Mills County,950200,20.1,17.4,4.5,11.0,4.6
,Milam County,950401,22.8,29.1,8.1,14.0,8.6
,Hill County,961400,20.3,8.8,2.7,14.9,3.2
,Brewster County,950500,22.6,28.5,6.2,13.9,5.3
,Upton County,950100,22.5,28.8,7.8,7.8,5.6
,Upton County,950200,23.7,56.3,4.2,24.0,5.8
,Brazoria County,664300,28.7,62.4,10.4,39.2,10.1
,Brazoria County,662600,19.6,14.2,5.9,11.3,6.8
,Brazoria County,664501,21,23.8,5.9,16.5,6.0
,Brazoria County,661700,22.3,31.4,11.4,8.8,3.6
,Brazoria County,661800,20.8,35.5,9.6,10.8,4.9
,Sherman County,950200,22,42.2,2.5,16.0,4.4
,Llano County,970600,14.4,3.8,4.0,13.6,8.7
,Llano County,970100,14.5,5.9,3.9,6.3,3.5
,Llano County,970300,14,3.5,1.9,11.1,5.1
,Llano County,970400,11.2,2.2,1.8,2.6,2.5
,Llano County,970500,18.6,14.0,1.9,21.7,7.1
,Llano County,970200,18.9,13.2,3.3,23.5,7.3
,Hale County,950200,28.1,82.9,5.0,40.0,7.2
,Hockley County,950400,26.8,70.8,4.7,26.9,9.3
,Hockley County,950300,21.6,51.8,7.2,7.2,4.5
,Hockley County,950100,21.9,45.8,10.1,17.9,8.4
,Hockley County,950600,21.3,34.7,8.6,10.3,5.5
,Hockley County,950500,20,31.3,5.9,15.9,5.0
,Hockley County,950200,21.9,27.6,5.1,9.9,3.7
,Hockley County,950700,22.8,45.9,11.2,12.2,6.2
,Dallas County,14135,22.1,12.2,7.5,4.7,2.8
,Dallas County,14134,17.8,9.7,5.4,1.0,0.9
,Denton County,20503,24,23.5,5.7,21.8,5.2
,Denton County,21201,35.7,20.0,5.5,35.5,7.8
,Denton County,21407,19.6,27.2,6.6,14.7,8.3
,Denton County,21725,13.2,8.7,1.0,1.0,1.0
,Denton County,21722,20.7,10.9,4.4,7.2,5.0
,Montgomery County,694302,14.5,6.9,3.0,4.5,3.1
,Montgomery County,694202,14.2,8.2,2.9,1.9,1.0
,Montgomery County,694102,21.8,28.5,5.4,13.9,7.7
,Montgomery County,691601,16.7,13.7,5.5,6.2,3.0
,Denton County,21749,11.3,6.6,4.3,2.9,3.9
,Denton County,21751,12.2,5.5,2.1,1.9,2.0
,Denton County,21752,13.4,11.1,3.5,0.8,1.6
,Swisher County,950200,21.6,29.6,11.2,22.6,13.9
,Swisher County,950300,21.9,46.5,4.6,25.0,6.1
,Swisher County,950400,20.8,42.8,7.4,10.1,5.1
,Collin County,30521,17.5,17.0,5.1,0.9,0.8
,Hood County,160208,21,28.4,8.7,19.5,7.6
,Brown County,950700,27.7,37.7,12.6,52.0,16.0
,Brown County,951300,19.3,28.6,10.1,7.0,3.7
,Brown County,950100,18,6.3,3.1,11.1,6.0
,Brown County,950800,25.2,45.0,10.6,17.6,10.0
,Brown County,951000,22.3,18.0,5.1,24.5,10.5
,Brown County,951100,18.9,13.9,3.4,23.6,9.5
,Dickens County,950300,20.8,25.1,4.5,15.8,4.7
,Kendall County,970100,20.7,31.9,7.1,23.4,8.7
,Kendall County,970500,20.9,31.5,6.0,13.5,6.2
,Zavala County,950100,31.1,92.7,14.1,23.8,14.1
,Zavala County,950301,33.7,89.9,4.7,49.2,8.3
,Zavala County,950302,28.8,97.8,2.2,29.0,9.5
,Zavala County,950200,29.2,82.2,7.7,30.1,9.1
,Bastrop County,950801,25.7,67.9,10.6,19.7,11.3
,Bee County,950600,24,56.6,9.5,21.5,7.6
,Bee County,950300,25,57.0,4.3,20.7,6.8
,Bee County,950100,21.4,33.6,6.8,15.8,6.6
,Bee County,950400,24.9,61.4,7.7,21.0,8.3
,Briscoe County,950200,19.8,30.0,6.2,20.4,6.2
,Hays County,10100,28,25.1,11.9,41.5,10.0
,Hays County,10302,30.5,68.3,4.2,29.2,12.6
,Anderson County,950901,20.6,17.0,5.2,16.1,5.9
,Anderson County,951100,19.5,9.1,5.1,16.1,5.7
,Angelina County,902,22.3,9.0,5.3,8.4,4.2
,Angelina County,301,20.7,12.3,5.1,13.3,5.8
,Guadalupe County,210803,19.3,26.5,6.7,5.9,4.0
,Guadalupe County,210505,28.8,86.9,6.6,17.6,7.7
,Camp County,950102,19.4,9.4,5.5,15.2,6.7
,Camp County,950101,21.9,15.7,6.6,17.1,9.5
,Culberson County,950300,28.6,79.4,6.4,29.1,8.0
,Lampasas County,950302,19.2,11.6,8.6,9.2,6.1
,Tyler County,950200,21.4,12.5,3.9,15.6,4.5
,Winkler County,950200,19.9,58.1,5.7,8.2,4.4
,Winkler County,950300,22,59.8,3.6,13.8,5.6
,Winkler County,950400,23.6,43.5,9.2,12.4,6.0
,Webb County,1818,32.7,99.6,0.6,50.5,7.3
,Montgomery County,690401,17.1,11.8,4.4,10.0,6.7
,Montgomery County,690602,18.5,18.7,4.7,2.4,1.6
,Montgomery County,691301,12.6,6.2,5.0,3.2,2.5
,Montgomery County,692001,18.2,17.0,2.6,4.3,1.8
,Montgomery County,693101,28.8,56.1,5.8,35.4,7.8
,Montgomery County,694301,14.5,6.3,2.2,4.2,1.8
,Montgomery County,694201,20.8,10.5,8.5,15.4,9.9
,Montgomery County,694101,23.1,29.0,6.7,16.6,7.3
,Montgomery County,690601,16.8,9.3,3.7,4.6,3.7
,Stonewall County,950300,20.1,19.3,9.2,18.6,9.5
,Walker County,790103,21.9,14.4,6.2,21.2,8.2
,Walker County,790101,25,20.0,3.0,15.2,7.3
,Walker County,790102,22.4,23.4,11.0,22.4,11.9
,Brazoria County,663800,26.1,42.6,7.4,14.1,5.8
,Brazoria County,663900,26.4,59.1,11.7,23.2,10.1
,Brazoria County,664200,22.6,18.4,6.0,18.9,7.4
,Collin County,30604,18.9,14.1,5.3,3.5,3.5
,Collin County,30202,16.1,13.2,8.7,7.7,4.4
,Collin County,30802,27.6,39.5,9.4,23.7,6.0
,Collin County,30517,17.3,10.8,3.6,2.6,1.9
,Collin County,30522,18.3,20.1,6.4,2.4,2.5
,Collin County,30524,17.9,17.9,3.6,0.9,0.8
,Castro County,950300,24.6,64.9,5.9,16.3,6.4
,Castro County,950200,23.9,70.9,3.4,23.5,8.7
,Castro County,950100,20.6,21.4,10.8,11.4,6.7
,Chambers County,710300,21.2,5.0,5.7,20.8,7.0
,Chambers County,710401,21.8,22.2,8.1,10.2,5.8
,Chambers County,710500,23.1,27.1,8.3,13.8,6.1
,Coke County,950200,20.4,25.1,4.7,15.7,5.4
,Coke County,950100,18.7,15.2,5.0,7.9,3.2
,Starr County,950402,28.9,98.4,2.1,32.8,10.6
,Starr County,950401,28.6,97.7,3.3,48.5,9.1
,Starr County,950108,28.8,80.3,15.2,29.3,13.3
,Starr County,950106,27.7,94.8,3.6,42.4,11.5
,Starr County,950104,28.3,98.4,0.7,21.9,8.6
,Starr County,950204,28.8,96.6,3.8,52.9,10.8
,Coryell County,10202,21.4,19.8,6.2,18.4,8.0
,El Paso County,10505,29.3,96.7,21.5,44.0,11.5
,Denton County,21741,20.8,21.2,10.4,15.0,10.0
,Denton County,21724,11.9,6.4,4.8,3.0,2.7
,Denton County,21753,12.2,5.2,2.5,0.6,0.8
,Denton County,21736,31.3,14.5,8.7,4.7,4.4
,Denton County,21406,17.4,20.9,4.9,1.2,0.9
,Denton County,20310,6.5,5.3,4.5,3.2,2.3
,Denton County,21748,12.8,6.6,3.7,0.7,1.1
,Denton County,21512,12.4,6.2,4.6,4.4,2.9
,Nueces County,6100,23,73.6,3.9,12.6,5.2
,Nueces County,5900,27.3,82.7,7.1,15.3,6.8
,Grimes County,180301,20.2,10.9,5.1,10.6,6.0
,Andrews County,950200,20.5,48.6,5.0,9.3,4.9
,Andrews County,950100,20.2,21.9,8.1,3.5,3.4
,Andrews County,950400,24.2,60.4,7.9,12.7,8.0
,Andrews County,950300,24.3,65.0,5.8,17.9,8.6
,Cochran County,950100,23.6,55.2,0.0,15.9,3.3
,Walker County,790600,30.7,41.7,7.6,34.5,9.7
,Walker County,790700,32.5,16.4,3.4,45.4,7.9
,Walker County,790800,30.6,8.0,2.6,47.4,8.0
,Hartley County,950200,21,24.9,0.0,8.9,3.0
,Fayette County,970500,20.9,29.8,5.4,11.9,4.5
,Fayette County,970200,17.7,8.8,4.9,10.2,6.0
,Fayette County,970600,19.8,19.2,3.9,8.2,3.7
,Fayette County,970300,21.3,29.3,4.8,19.0,6.2
,Fayette County,970700,17.4,5.6,5.2,5.9,2.3
,Fayette County,970100,16.2,5.1,4.6,7.5,3.1
,Fayette County,970400,19.2,14.8,7.2,10.4,3.6
,Robertson County,960500,26.9,35.4,3.6,25.3,7.4
,Robertson County,960300,20.3,7.1,3.4,13.9,4.5
,Robertson County,960400,19.8,17.9,8.2,5.5,3.3
,Gonzales County,600,23.5,39.6,11.3,20.1,8.3
,Gonzales County,100,25.1,47.0,9.8,18.2,6.7
,Robertson County,960100,20.7,4.5,3.6,13.9,5.1
,Robertson County,960200,25.3,11.7,6.0,42.4,11.0
,Nueces County,5102,20.1,2.6,3.3,12.7,6.9
,Jefferson County,11600,20.8,12.8,8.8,11.8,6.0
,Martin County,950100,22.4,20.8,13.4,9.4,6.0
,Martin County,950200,23.2,56.1,4.2,16.2,6.2
,Jefferson County,10100,25.4,66.9,11.3,30.4,9.5
,Jefferson County,11101,15.7,11.9,3.3,7.5,5.3
,Jefferson County,6900,22.6,2.2,1.8,26.4,11.0
,McLennan County,3602,20.2,9.8,4.4,21.3,6.2
,McLennan County,4102,17.4,8.1,3.3,14.9,7.9
,McLennan County,3500,18.5,8.5,3.2,13.0,4.4
,McLennan County,3802,20.6,21.3,6.6,18.6,5.4
,McLennan County,3601,21.9,13.7,5.9,16.9,6.2
,Jefferson County,10800,19.5,6.4,3.3,19.2,7.0
,Jefferson County,10901,17,2.3,1.8,8.7,6.1
,Jefferson County,10700,15.5,9.8,4.6,4.5,3.6
,Jefferson County,11500,18.6,9.6,8.4,13.8,7.0
,Jefferson County,7100,18.5,34.4,15.0,21.7,14.0
,Real County,950100,20.1,18.5,3.7,19.2,6.0
,Reeves County,950100,29.1,77.2,4.3,25.6,12.1
,Reeves County,950200,25.6,84.0,6.0,25.0,8.8
,Reeves County,950300,25,81.0,6.0,19.6,8.2
,Reeves County,950400,22.8,65.1,6.8,10.5,5.1
,Reeves County,950500,25.2,63.0,16.4,18.9,8.9
,Liberty County,700300,23.4,30.9,7.0,22.2,7.6
,Liberty County,700400,19.2,9.2,4.4,15.2,5.4
,Liberty County,700900,23.3,23.2,3.8,15.0,7.8
,Liberty County,700500,19.9,5.4,3.6,16.8,7.5
,Clay County,30200,17,1.3,1.3,19.4,11.3
,Clay County,30301,16.9,6.3,2.0,8.8,2.5
,Clay County,30302,16.2,7.2,3.6,15.0,5.2
,Liberty County,700600,20.5,11.7,7.5,31.5,14.8
,Liberty County,701400,22.9,22.2,5.9,16.7,5.4
,Liberty County,701200,21,16.3,7.8,26.2,12.7
,Liberty County,700800,20.9,10.7,2.8,12.3,5.2
,Liberty County,701000,25.4,40.2,7.0,11.0,5.4
,Liberty County,700100,24.3,33.7,8.8,27.9,8.6
,Liberty County,700200,27.3,12.2,7.0,29.5,11.8
,Liberty County,701300,20.5,1.4,1.7,11.4,5.9
,Liberty County,700700,19.2,11.2,11.6,9.7,4.6
,Liberty County,701100,21.6,10.2,7.6,16.4,6.8
,Kinney County,950100,22.3,61.6,5.4,25.4,7.8
,Ward County,950200,20.5,52.5,4.7,20.3,8.4
,Ward County,950100,23.4,46.0,4.7,15.5,3.4
,Ward County,950300,24.3,51.0,10.8,27.0,9.3
,Jefferson County,11001,21.4,13.6,5.1,17.3,8.5
,Jefferson County,11002,17.7,9.7,3.0,4.2,2.9
,Eastland County,950400,18.1,12.6,8.3,21.5,7.6
,Eastland County,950200,20.6,8.2,5.5,19.6,8.0
,Eastland County,950100,23.3,29.9,10.0,14.8,6.6
,Eastland County,950300,20.5,13.3,6.2,26.4,10.0
,Eastland County,950500,20.1,17.5,8.0,19.2,7.6
,Johnson County,131000,13.9,13.3,4.3,9.3,5.7
,Johnson County,131100,19.8,23.9,9.3,7.8,4.6
,Johnson County,130409,19.2,7.7,4.0,6.4,3.1
,Johnson County,130800,27.4,41.4,7.5,39.1,10.9
,Jefferson County,5100,24.4,0.9,1.4,33.1,16.2
,Jefferson County,5400,27.3,8.5,6.4,29.1,10.4
,Terry County,950300,25.6,63.6,10.2,17.2,7.3
,Galveston County,720900,23.9,31.5,13.0,17.9,10.6
,McCulloch County,950300,21.3,34.8,3.6,22.9,9.5
,Randall County,21900,18.2,8.7,4.7,6.7,3.1
,McCulloch County,950400,17.5,27.4,11.6,11.6,6.7
,McCulloch County,950500,17.2,16.4,7.2,9.7,4.8
,Randall County,21702,18.9,14.3,4.5,11.5,4.2
,Randall County,21801,22.7,20.3,6.5,20.1,5.9
,Gregg County,10600,19.7,5.8,2.5,15.6,5.0
,Galveston County,721000,18.5,29.5,9.7,16.2,9.8
,Harrison County,20200,20.1,2.7,1.7,12.6,4.4
,Harrison County,20102,22.4,7.0,3.8,19.1,6.8
,Harrison County,20401,27.9,22.4,7.2,24.9,7.5
,Harrison County,20402,26.6,16.9,3.7,31.1,7.8
,Reagan County,950100,25.1,67.4,3.5,17.7,7.3
,Hill County,960400,15.7,8.7,5.4,21.0,8.5
,Hill County,960600,19.7,9.8,6.3,25.4,13.2
,Hill County,960500,18.6,10.0,3.7,17.2,4.8
,Hill County,960800,20.1,31.2,8.3,25.3,11.9
,Hill County,961000,25.6,48.6,10.5,20.8,10.9
,Hill County,960700,17.8,16.9,7.3,16.8,5.5
,Hill County,960100,21.9,17.5,3.3,17.6,4.2
,Hill County,960900,30.2,61.5,7.5,43.0,10.3
,Hill County,960200,16.8,5.9,2.9,13.7,4.0
,Hill County,961100,19.5,20.2,5.2,15.9,4.3
,Lubbock County,10101,20.8,15.8,12.7,5.3,4.1
,Lubbock County,10102,19.5,38.2,7.0,11.6,4.3
,Lubbock County,10302,18.9,33.9,8.1,10.1,4.9
,Bee County,950500,28.4,77.6,1.9,32.3,8.9
,Kaufman County,50203,19.2,9.1,2.0,2.9,1.8
,Kaufman County,50704,20.8,19.7,7.5,23.6,9.0
,Kaufman County,51202,18.8,7.7,1.9,12.1,5.1
,Kaufman County,51201,19.8,14.8,6.9,28.0,12.3
,Kaufman County,50703,21.6,16.0,6.5,14.8,8.4
,Lubbock County,10600,22.1,45.5,7.8,21.4,8.3
,Wood County,950500,16.7,9.3,3.9,12.3,3.8
,Wood County,950100,17,10.8,7.3,13.7,6.5
,Milam County,950402,24,25.7,8.5,20.4,7.1
,Jefferson County,11303,17.9,9.6,8.8,8.6,5.6
,Wood County,950800,19.6,13.9,3.5,18.6,7.5
,Wood County,950400,16.8,7.3,3.0,26.2,8.5
,Wood County,950700,16.2,12.2,2.7,7.9,3.7
,Wood County,950200,19.3,16.4,6.7,16.8,8.4
,Jefferson County,11800,26.5,5.8,5.3,31.7,11.8
,Galveston County,722001,20.3,29.3,7.2,13.9,7.6
,Galveston County,726200,27,32.0,9.3,18.9,8.4
,Fort Bend County,675800,24,44.3,23.1,13.9,4.4
,Fort Bend County,675700,21.3,19.6,3.5,9.7,3.8
,Polk County,210102,20.2,11.2,2.9,18.5,5.7
,Polk County,210101,16.7,4.0,2.8,17.8,7.8
,Polk County,210500,22.3,14.5,4.7,11.8,3.8
,Polk County,210400,24.3,25.3,6.9,19.6,6.2
,Fort Bend County,675600,21.3,38.9,14.1,12.3,11.5
,Bailey County,950100,24,59.4,2.7,20.9,8.2
,Schleicher County,950300,24.4,48.6,0.0,22.4,8.0
,Lamar County,800,25,6.4,3.0,41.2,8.2
,Lamar County,900,17,4.9,3.2,14.4,5.2
,Lamar County,1000,23.6,8.9,5.0,24.3,7.4
,Lamar County,700,20.9,5.1,3.8,21.7,10.1
,Lamar County,500,26.5,3.8,3.7,46.9,9.5
,Lamar County,300,16.8,9.8,5.4,14.4,5.0
,Lamar County,200,19.2,9.5,6.0,17.7,6.8
,Lamar County,600,27.2,0.9,1.7,38.7,11.2
,Brown County,951200,18.9,13.9,4.7,9.9,3.8
,Brown County,950600,26.4,36.3,15.4,37.1,5.5
,Brown County,950300,17.6,9.7,4.6,16.4,5.8
,Brown County,950200,18.4,13.7,6.6,21.1,7.6
,Brown County,950900,21.6,21.3,6.5,21.9,10.0
,Brown County,950500,19.8,16.7,6.6,10.9,4.1
,Johnson County,130213,22.5,18.6,5.9,10.1,5.4
,Johnson County,130602,18,14.8,10.0,10.8,11.5
,Johnson County,130304,21.7,33.0,9.8,24.3,8.1
,Johnson County,130303,25.2,38.3,9.9,29.6,14.3
,Johnson County,130601,18.9,8.7,5.8,13.3,6.7
,El Paso County,10504,29.8,99.7,1.2,41.2,15.8
,Knox County,950200,21.4,37.5,5.1,19.5,5.0
,Knox County,950100,21.1,26.3,5.9,17.0,5.3
,Hays County,10806,15.8,6.2,4.1,7.8,5.4
,Hays County,10809,16.2,24.5,8.7,5.0,4.0
