urban_area,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Dallas--Fort Worth--Arlington, TX",Ellis County,60213,6281,17.4,1118,310,17.8,4.8,441,243,7.0,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60211,3187,17.8,488,150,15.3,4.5,134,119,4.3,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60801,6353,14.2,561,148,8.8,2.3,169,101,2.7,1.6
"Dallas--Fort Worth--Arlington, TX",Ellis County,60702,3946,20.1,438,330,11.1,8.3,213,132,5.4,3.3
"Dallas--Fort Worth--Arlington, TX",Ellis County,60214,7780,15.5,857,253,11.0,3.1,74,86,1.0,1.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60703,1968,23.6,236,144,12.0,7.1,190,130,9.7,6.5
"Dallas--Fort Worth--Arlington, TX",Ellis County,60802,6246,18,487,376,7.8,6.0,555,429,8.9,6.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60803,1527,22.3,299,163,19.6,10.3,201,165,13.2,10.6
"Dallas--Fort Worth--Arlington, TX",Ellis County,60701,2049,23.1,739,361,36.1,16.0,122,81,6.0,3.8
"Dallas--Fort Worth--Arlington, TX",Ellis County,60208,3999,17.7,402,143,10.1,3.5,113,86,2.9,2.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60212,4965,20.4,1009,311,20.3,6.1,145,102,3.0,2.1
"Dallas--Fort Worth--Arlington, TX",Ellis County,60210,1450,15.7,228,190,15.7,13.0,15,76,1.0,5.2
"Brownsville, TX",Cameron County,12402,5212,25.8,4647,514,89.2,7.4,1545,624,29.8,11.8
"Brownsville, TX",Cameron County,12504,16924,26.9,16144,1150,95.4,3.1,4550,1208,27.1,7.0
"Dallas--Fort Worth--Arlington, TX",Ellis County,60209,3711,15.9,383,116,10.3,2.9,176,165,4.8,4.5
,Wise County,150101,3577,19,835,446,23.3,12.2,290,139,8.1,3.8
,Wise County,150402,5285,18.4,461,209,8.7,3.9,344,152,6.5,2.8
,Wise County,150300,2990,19.2,154,95,5.2,3.1,457,147,15.3,4.7
,Wise County,150601,7601,18.3,404,158,5.3,2.0,679,323,9.0,4.2
,Wise County,150200,6343,21.7,1373,510,21.6,7.9,602,301,9.8,4.9
"Dallas--Fort Worth--Arlington, TX",Wise County,150603,5315,19.8,994,395,18.7,7.2,435,205,8.3,3.8
,Wise County,150401,5822,20.6,941,315,16.2,5.0,631,252,11.7,4.4
,Wise County,150500,6226,23.7,2710,425,43.5,6.5,1067,477,18.0,8.0
,Wise County,150602,6851,20.6,1585,385,23.1,5.2,572,246,8.4,3.5
,Wise County,150102,6629,18.5,1092,525,16.5,7.7,714,452,10.9,6.8
,Wise County,150403,3774,18.8,240,138,6.4,3.6,267,153,7.2,4.0
,Brooks County,950200,5197,27.1,4673,369,89.9,4.0,2027,565,39.1,10.6
,Brooks County,950100,2003,26.4,1881,335,93.9,5.2,471,218,26.8,11.4
"Austin, TX",Travis County,2109,3788,25.9,985,392,26.0,9.9,908,414,24.3,10.7
,Hudspeth County,950300,3344,27.3,2634,0,78.8,0.0,1303,218,43.2,6.2
"Austin, TX",Travis County,1840,10075,27.1,4830,808,47.9,7.3,1582,711,15.7,7.0
"Austin, TX",Travis County,204,3132,25.2,375,187,12.0,5.9,642,188,20.7,5.9
"Austin, TX",Travis County,1740,4576,20.9,1135,199,24.8,4.0,321,257,7.0,5.6
"Austin, TX",Travis County,1403,1439,27.6,456,150,31.7,9.8,218,128,15.2,8.8
"Austin, TX",Travis County,2108,3737,29,1523,531,40.8,12.8,1443,553,38.6,13.6
"Austin, TX",Travis County,1768,5977,18.6,535,218,8.9,3.6,244,138,4.2,2.3
"Brownsville, TX",Cameron County,12506,3889,23.4,2868,420,73.8,6.6,719,291,18.5,7.2
,Brazoria County,662900,5253,21.8,1257,525,23.9,9.7,705,333,13.4,6.2
,Brazoria County,662800,5958,21.2,677,268,11.4,4.4,930,350,16.1,5.9
"Austin, TX",Travis County,1822,7220,30.5,5205,786,72.1,8.5,1956,738,27.1,9.9
"Austin, TX",Travis County,1841,17664,21.5,5722,949,32.4,5.1,2172,804,12.4,4.5
"Austin, TX",Travis County,1845,3225,22.2,934,377,29.0,11.2,643,297,20.1,8.9
"Austin, TX",Travis County,1913,4850,14.8,435,260,9.0,5.3,127,89,2.6,1.8
"Austin, TX",Travis County,902,5116,29.5,3397,513,66.4,7.6,1544,440,30.2,8.1
"Austin, TX",Travis County,1000,3839,25.8,2383,405,62.1,8.1,862,352,22.4,8.8
"Austin, TX",Travis County,1100,4824,26.5,562,290,11.7,5.9,634,277,13.6,5.7
"San Antonio, TX",Bexar County,191806,8445,20.5,1991,447,23.6,5.1,229,140,2.7,1.7
,Brazoria County,662500,2730,18.9,705,124,25.8,4.1,181,137,7.0,5.2
,Brazoria County,664100,5713,23.8,2493,564,43.6,8.5,1175,651,20.6,11.2
,Brazoria County,664000,4097,28.1,2067,484,50.5,10.9,994,390,24.3,9.3
"Houston, TX",Brazoria County,660100,4650,12.9,783,425,16.8,9.1,113,68,2.4,1.4
,Brazoria County,662200,6027,24.2,1884,394,31.3,5.9,464,375,8.8,7.1
,Brazoria County,662400,5865,21.2,1204,431,20.5,7.2,444,232,7.8,4.0
"Houston, TX",Brazoria County,661200,3995,25.5,1279,293,32.0,6.4,555,194,13.9,4.6
"Houston, TX",Brazoria County,661000,6617,21,2711,615,41.0,8.4,958,488,14.5,7.3
,Brazoria County,663100,6170,16.4,1264,339,20.5,5.2,323,219,6.6,4.5
,Brazoria County,662000,6116,21.4,1174,298,19.2,4.5,1067,397,17.7,6.4
,Brazoria County,664400,6071,26.9,3383,654,55.7,9.2,790,308,13.1,5.0
,Camp County,950200,4923,24.7,1908,223,38.8,4.2,1454,382,30.3,7.8
"Houston, TX",Brazoria County,660300,10316,20.4,2533,515,24.6,4.8,449,215,4.4,2.1
"Austin, TX",Travis County,1745,2506,19.2,342,138,13.7,5.3,220,147,8.8,5.8
"Austin, TX",Travis County,1749,5809,24.8,781,330,13.4,5.6,442,193,7.8,3.3
"Austin, TX",Travis County,1750,4780,26.6,1259,372,26.3,7.4,666,361,13.9,7.5
"Austin, TX",Travis County,1751,2165,11.5,105,70,4.8,3.2,76,56,3.5,2.6
"Austin, TX",Travis County,1752,3828,31,530,157,13.8,4.0,1205,335,31.5,8.4
"Austin, TX",Travis County,1753,1028,32.4,232,88,22.6,8.3,111,59,10.8,5.7
"San Antonio, TX",Bexar County,121122,5344,15.2,1937,321,36.2,5.5,137,89,2.6,1.7
"San Antonio, TX",Bexar County,191413,6028,22.6,2277,596,37.8,9.3,652,481,10.8,7.9
"San Antonio, TX",Bexar County,191411,4389,24.2,1377,357,31.4,7.5,248,149,5.7,3.4
"Houston, TX",Brazoria County,660900,6743,25.4,3469,589,51.5,6.8,1412,435,21.0,6.1
"Houston, TX",Brazoria County,661300,2578,25.7,1151,280,44.6,9.6,583,227,22.9,8.5
"Houston, TX",Brazoria County,661400,6329,21.1,2241,496,35.4,7.2,865,477,13.7,7.5
,Brazoria County,662100,5841,23.6,2025,284,34.7,4.0,974,361,16.7,6.1
"Dallas--Fort Worth--Arlington, TX",Collin County,31704,3641,22.6,679,258,18.6,7.0,200,153,5.5,4.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31653,7027,18.9,872,198,12.4,2.7,346,211,4.9,3.0
,Brazoria County,662300,4822,21.2,1054,348,21.9,6.9,665,443,13.9,9.2
,Brazoria County,662700,2623,20.6,394,163,15.0,6.0,371,171,14.1,6.4
,Brazoria County,663000,4036,22.2,895,176,22.2,4.0,592,230,18.5,7.0
,Brazoria County,663200,4543,19.6,1028,315,22.6,6.7,162,108,3.6,2.4
"Lubbock, TX",Lubbock County,1709,4597,27.5,1907,498,41.5,9.8,1167,518,25.9,11.1
"Lubbock, TX",Lubbock County,10511,4488,21.8,1221,307,27.2,6.5,523,321,11.7,7.1
"Lubbock, TX",Lubbock County,1708,2645,30.8,772,247,29.2,8.3,1054,347,40.0,11.8
,Matagorda County,730303,816,20.4,142,155,17.4,18.7,209,190,25.6,22.7
"San Antonio, TX",Bexar County,191813,6463,19.1,2183,648,33.8,9.8,407,380,6.3,5.9
"Dallas--Fort Worth--Arlington, TX",Denton County,20306,6637,25.1,1108,253,16.7,3.6,332,190,5.0,2.8
"Austin, TX",Travis County,1754,4754,21.3,727,240,15.3,4.9,342,171,7.4,3.7
"Austin, TX",Travis County,1764,5933,16.7,643,243,10.8,4.0,323,163,5.5,2.7
"Austin, TX",Travis County,1769,5342,17.4,1237,352,23.2,6.4,310,194,5.8,3.6
"Austin, TX",Travis County,1804,6748,30.8,3927,617,58.2,7.4,2384,626,35.3,8.7
"Austin, TX",Travis County,1805,4544,30.3,3000,670,66.0,11.7,1531,443,34.0,8.7
"Austin, TX",Travis County,1806,6693,32.6,4721,679,70.5,6.9,2176,694,32.7,9.8
"Austin, TX",Travis County,1811,3699,29.9,2431,752,65.7,16.0,1675,662,45.3,15.7
"Austin, TX",Travis County,1812,7765,33.2,5593,975,72.0,9.3,2868,626,37.0,6.8
"Austin, TX",Travis County,1813,6349,31,4566,638,71.9,7.0,2043,552,32.2,8.1
"Houston, TX",Montgomery County,692700,6705,22.2,1297,433,19.3,6.2,1492,692,22.2,10.1
,Montgomery County,694700,3376,20.7,189,135,5.6,3.9,471,280,14.1,8.2
,Montgomery County,693700,8436,19.9,1080,375,12.8,4.3,600,341,7.1,4.0
,Montgomery County,690500,8237,13.6,508,226,6.2,2.7,219,141,2.7,1.7
,Montgomery County,694400,7576,19.5,1491,480,19.7,6.1,1292,531,17.1,6.8
,Montgomery County,693900,10972,27.3,6825,1123,62.2,8.4,2528,701,26.5,6.8
"Houston, TX",Montgomery County,690300,4898,21.6,1735,442,35.4,8.3,1086,488,22.3,9.8
"Houston, TX",Montgomery County,692300,15274,22.9,4316,809,28.3,4.9,1999,780,13.2,5.1
,Montgomery County,693000,10230,24.8,4900,810,47.9,6.8,2857,877,27.9,8.2
,Montgomery County,694600,6157,20,1116,488,18.1,7.6,737,395,12.1,6.3
"Austin, TX",Travis County,1817,3761,22.6,568,145,15.1,3.7,404,167,10.7,4.4
"Austin, TX",Travis County,1818,5796,26.9,2748,857,47.4,13.5,2220,716,38.3,11.3
"Austin, TX",Travis County,1820,6604,33.5,4195,814,63.5,10.0,2425,649,37.1,9.0
"Austin, TX",Travis County,1821,6179,26.6,3493,687,56.5,9.1,1489,506,24.1,7.7
"Austin, TX",Travis County,1824,1636,20.8,322,124,19.7,7.3,201,96,12.3,5.7
"Austin, TX",Travis County,1828,4062,16.6,438,155,10.8,3.8,82,40,2.0,1.0
"Austin, TX",Travis County,1842,9615,26.3,4809,980,50.0,8.9,1389,484,14.5,4.8
"Austin, TX",Travis County,1843,2334,20,759,161,32.5,6.6,363,235,15.6,10.0
,Oldham County,950100,2068,21.1,251,74,12.1,3.6,279,106,16.7,2.6
"Houston, TX",Montgomery County,692900,4632,21.7,1186,415,25.6,8.2,800,464,17.3,9.7
"Houston, TX",Montgomery County,692200,8638,22.6,2566,732,29.7,7.9,1469,669,17.1,7.5
,Montgomery County,694000,10243,20.7,2473,1160,24.1,11.1,1677,691,16.4,6.6
"Houston, TX",Montgomery County,692500,8890,23.7,2416,639,27.2,6.8,1688,609,19.1,6.7
"Houston, TX",Montgomery County,691400,9848,23.4,1728,598,17.6,5.8,1146,721,11.8,7.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111402,6540,16.2,1373,536,21.0,8.1,590,431,9.0,6.6
,Montgomery County,693400,4482,33.2,2391,490,53.4,9.1,2142,466,48.1,8.9
"San Antonio, TX",Bexar County,121813,1571,18.3,572,138,36.4,7.7,160,94,10.5,6.0
"Lubbock, TX",Lubbock County,10407,7679,16.3,690,317,9.0,4.1,128,128,1.7,1.7
"Lubbock, TX",Lubbock County,10510,2588,14.3,212,135,8.2,5.1,102,84,3.9,3.2
"Lubbock, TX",Lubbock County,10509,2600,11.4,118,81,4.5,3.1,49,36,1.9,1.4
,Bexar County,152202,4581,26.7,3317,919,72.4,14.6,807,351,17.6,6.9
"San Antonio, TX",Bexar County,161503,4023,24.2,3308,386,82.2,5.7,1228,419,30.9,10.1
"San Antonio, TX",Bexar County,181817,3488,22.8,2192,396,62.8,9.4,318,164,9.2,4.7
"Midland, TX",Midland County,10107,5126,23,1559,559,30.4,10.4,244,114,4.8,2.2
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40102,7082,15,919,294,13.0,4.0,249,164,3.5,2.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40402,10776,19.2,2254,509,20.9,4.5,444,251,4.1,2.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40504,6803,15.3,626,150,9.2,2.1,151,143,2.2,2.1
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40506,7110,12.8,148,148,2.1,2.1,310,234,4.4,3.3
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40505,10947,19,1614,232,14.7,1.9,640,332,5.8,3.0
"San Antonio, TX",Bexar County,191817,11403,21.4,3518,458,30.9,3.4,417,301,3.7,2.6
"Austin, TX",Travis County,1200,4698,25.3,502,243,10.7,5.1,410,172,8.7,3.6
"Austin, TX",Travis County,1303,2803,23,227,113,8.1,4.0,309,112,11.1,3.9
"Austin, TX",Travis County,1304,3818,24,569,209,14.9,5.4,328,173,8.6,4.5
"Austin, TX",Travis County,1305,5868,27.5,1662,472,28.3,7.7,1358,423,23.3,7.0
"Austin, TX",Travis County,1307,3559,27.4,1053,230,29.6,5.9,920,297,25.9,8.0
"Austin, TX",Travis County,1401,3157,25.2,247,134,7.8,4.2,356,114,11.8,3.6
"Austin, TX",Travis County,1829,2550,26.9,591,192,23.2,7.3,152,76,6.0,3.0
"Austin, TX",Travis County,1832,3102,23.4,1202,550,38.8,16.7,680,280,21.9,8.4
"Austin, TX",Travis County,1833,7901,26.3,4905,870,62.1,9.1,2252,720,29.7,9.1
"Austin, TX",Travis County,1834,8192,28,2106,467,25.7,5.5,881,328,10.8,4.0
"Austin, TX",Travis County,1835,5839,29,3588,625,61.5,8.4,1790,855,30.8,14.4
"Austin, TX",Travis County,1839,6770,27.1,1538,379,22.7,5.3,693,358,10.2,5.2
"Austin, TX",Travis County,1844,3670,26.2,1084,271,29.5,6.8,497,242,14.3,6.9
"Austin, TX",Travis County,1847,7388,23.5,1646,312,22.3,3.8,1184,591,16.1,7.9
"Austin, TX",Travis County,1848,5011,24.5,1203,309,24.0,6.0,577,241,11.5,4.8
,Sutton County,950300,3995,24.7,2315,214,58.0,5.4,249,121,6.3,3.1
"Austin, TX",Travis County,1850,4097,29.7,1575,373,38.4,8.3,468,186,11.5,4.4
"Austin, TX",Travis County,1851,9141,25.4,2330,563,25.5,5.7,1225,605,13.4,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,18503,5404,35.8,1217,448,22.5,7.8,1990,594,36.8,9.9
,Wharton County,740500,3255,26.1,1302,453,40.0,12.6,587,250,18.6,7.4
,Wharton County,740800,3500,25.9,1825,357,52.1,8.3,921,328,26.3,8.9
,Wharton County,741000,4631,27.2,2641,597,57.0,10.7,909,474,19.6,9.9
,Wharton County,740300,1846,27.8,677,271,36.7,13.3,445,176,24.1,8.7
,Wharton County,741100,2424,21.5,355,166,14.7,6.6,190,97,8.1,4.0
"San Antonio, TX",Bexar County,170600,4630,27.2,4125,455,89.1,4.9,1451,589,31.6,12.4
"San Antonio, TX",Bexar County,170700,4846,29.9,4579,695,94.5,4.5,1740,541,35.9,9.9
"San Antonio, TX",Bexar County,170800,1244,30.7,1215,162,97.7,4.2,529,204,42.5,15.5
"San Antonio, TX",Bexar County,170900,3580,28,3313,479,92.5,4.7,1358,350,39.1,8.6
"San Antonio, TX",Bexar County,171000,6296,29.5,5930,596,94.2,3.6,2134,607,33.9,9.1
"San Antonio, TX",Bexar County,171200,4269,31,4070,489,95.3,3.5,1333,481,31.5,10.7
"Abilene, TX",Taylor County,13300,3249,22.2,602,184,18.5,5.1,384,162,11.9,4.7
"Abilene, TX",Taylor County,13402,6295,16.9,637,214,10.1,3.2,592,488,9.6,7.9
,Taylor County,13500,7816,16.8,488,145,6.2,1.8,328,173,4.2,2.2
"Abilene, TX",Taylor County,11700,2158,25.1,658,151,30.5,6.1,462,170,22.7,7.9
,Burleson County,970200,4180,20.4,839,320,20.1,7.2,459,204,11.1,4.7
,Jim Hogg County,950400,2376,29.3,2143,412,90.2,7.4,616,292,26.0,11.4
,Burleson County,970400,3202,22.7,724,332,22.6,9.9,410,186,12.8,5.5
,Burleson County,970500,4384,21.1,737,310,16.8,6.8,902,421,21.0,9.6
,Burleson County,970100,1205,18.9,78,77,6.5,6.3,155,128,13.0,10.5
,Burleson County,970300,4265,21.4,959,242,22.5,5.7,780,241,19.2,5.9
"San Antonio, TX",Bexar County,161000,3840,32.3,3617,358,94.2,13.2,1619,387,43.0,9.2
"San Antonio, TX",Bexar County,161100,9631,26.7,9393,773,97.5,1.7,1073,503,11.1,5.2
"San Antonio, TX",Bexar County,190603,2823,25.5,2363,419,83.7,9.1,663,329,23.5,11.2
"San Antonio, TX",Bexar County,191405,7711,19.7,2910,420,37.7,4.8,571,317,7.4,4.1
"San Antonio, TX",Bexar County,131613,4926,22.8,2129,362,43.2,6.5,908,458,19.0,9.5
"San Antonio, TX",Bexar County,190604,4385,27.6,4018,585,91.6,6.6,1309,416,29.9,8.7
"San Antonio, TX",Bexar County,181729,4919,21.3,2517,384,51.2,6.2,319,253,6.5,5.1
"San Antonio, TX",Bexar County,161302,6121,28.2,5695,415,93.0,3.0,1986,608,32.5,9.7
"San Antonio, TX",Bexar County,980100,545,39.6,68,25,12.5,8.5,0,13,0.0,8.6
"San Antonio, TX",Bexar County,161501,7907,29.2,6347,792,80.3,5.9,1736,553,22.0,6.6
"San Antonio, TX",Bexar County,171700,7410,26.6,5554,592,75.0,4.8,2049,695,27.6,9.1
"San Antonio, TX",Bexar County,171802,6782,29.4,5486,785,80.9,7.3,2616,818,39.5,11.6
"San Antonio, TX",Bexar County,171902,11618,32.3,8298,1162,71.4,7.4,2587,706,22.3,5.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31645,2062,10.7,32,28,1.6,1.4,39,36,1.9,1.7
"San Antonio, TX",Bexar County,171903,6940,26.3,5208,426,75.0,1.2,1306,638,18.8,9.1
"Austin, TX",Travis County,102,2612,12.7,121,100,4.6,3.8,93,83,3.6,3.2
"Austin, TX",Travis County,2005,4617,30.2,2108,688,45.7,13.5,1464,627,32.7,13.2
"Austin, TX",Travis County,2104,3359,24.1,1158,427,34.5,11.9,998,533,29.7,15.4
,Kendall County,970402,6401,14.9,828,269,12.9,4.2,297,224,4.7,3.5
"San Antonio, TX",Kendall County,970401,7938,16,1529,440,19.3,5.3,315,212,4.0,2.7
,Kendall County,970301,5330,20.6,826,364,15.5,6.6,434,160,8.1,2.9
"San Antonio, TX",Bexar County,131609,9006,23.5,4130,982,45.9,9.9,1234,804,13.7,8.8
,Angelina County,400,5488,24.3,882,619,16.1,11.2,2061,504,39.1,8.6
,Angelina County,1100,5986,18.3,259,249,4.3,4.1,713,317,12.1,5.2
"San Antonio, TX",Bexar County,191815,5381,21,1798,387,33.4,6.5,239,176,4.5,3.3
,Angelina County,700,4033,27.8,2349,357,58.2,6.8,1429,448,35.9,10.7
,Angelina County,500,3694,27.4,633,219,17.1,5.6,980,245,27.2,6.0
,Angelina County,200,6815,22.5,1477,394,21.7,5.5,1902,523,27.9,7.3
,Angelina County,1200,2810,17,170,188,6.0,6.6,412,152,14.7,5.0
,Angelina County,102,4963,19.7,1073,441,21.6,8.5,575,335,11.6,6.6
,Angelina County,800,6266,20.8,772,429,12.3,6.8,1255,673,20.0,10.6
,Angelina County,600,6578,25.1,3117,568,47.4,7.5,1580,475,26.0,7.5
,Angelina County,1300,5228,19.3,343,308,6.6,5.8,1039,454,20.1,8.5
"Austin, TX",Travis County,203,1660,33.3,281,135,16.9,7.9,449,116,30.3,7.0
"Austin, TX",Travis County,302,4978,27.4,1076,420,21.6,8.3,1289,399,26.0,7.8
"Austin, TX",Travis County,401,3359,27.7,568,143,16.9,4.0,781,178,25.1,5.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31646,5638,18,365,138,6.5,2.4,106,78,1.9,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31647,3110,21.9,414,239,13.3,7.6,19,22,0.6,0.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31648,7710,18.4,594,323,7.7,4.2,610,407,7.9,5.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31649,4498,16,85,71,1.9,1.6,302,162,6.7,3.6
"Austin, TX",Travis County,1503,4008,26.7,1317,297,32.9,6.8,753,269,18.8,6.5
"Austin, TX",Travis County,1402,2778,24.2,511,279,18.4,9.9,341,137,12.3,4.8
"Austin, TX",Travis County,1504,5022,20.3,702,242,14.0,4.7,339,197,7.0,4.0
"Austin, TX",Travis County,1505,4269,21.3,693,315,16.2,7.2,802,358,18.8,8.2
"Austin, TX",Travis County,1501,5278,16.4,663,159,12.6,2.9,299,133,5.7,2.5
"Austin, TX",Travis County,1602,3152,25.1,405,204,12.8,6.4,416,153,13.2,4.7
"Austin, TX",Travis County,1853,3176,18,715,237,22.5,7.2,124,77,3.9,2.4
"Austin, TX",Travis County,2002,3043,22.5,1042,285,34.2,8.7,263,149,8.7,4.8
"Austin, TX",Travis County,2004,2110,30.7,549,149,26.0,6.8,303,131,14.4,6.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18300,7134,23.6,4477,851,62.8,10.0,1030,474,14.4,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,18401,5192,25.1,2949,541,56.8,9.3,1648,471,31.7,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18402,3984,18.4,1631,411,40.9,9.0,243,214,6.2,5.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18403,854,34.5,409,117,47.9,11.7,139,82,16.3,9.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18600,3509,19.3,1499,364,42.7,9.5,790,464,22.5,13.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18700,6642,26.9,4850,752,73.0,6.9,1747,566,26.3,7.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111516,6162,23.1,1406,316,22.8,4.7,635,444,10.3,7.2
"San Antonio, TX",Bexar County,180504,4623,28.7,4087,387,88.4,4.5,1883,422,40.7,8.5
"San Antonio, TX",Bexar County,180602,3107,22.4,2271,400,73.1,8.1,637,315,22.8,10.8
"San Antonio, TX",Bexar County,180701,4095,26.4,1865,407,45.5,8.6,674,233,17.9,5.9
"San Antonio, TX",Bexar County,180702,6936,28,3968,625,57.2,6.3,1397,459,20.1,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104603,3766,27.7,2730,348,72.5,4.4,1532,491,41.0,12.3
"San Antonio, TX",Bexar County,180503,4536,23,4127,465,91.0,5.4,857,331,18.9,7.1
"San Antonio, TX",Bexar County,180800,2292,32,1589,437,69.3,12.0,679,269,29.6,9.9
"San Antonio, TX",Bexar County,180901,5714,23.8,4350,408,76.1,5.1,1097,462,19.3,8.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113916,4541,22.6,1061,430,23.4,9.2,700,334,15.4,7.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111505,3957,17.8,543,125,13.7,3.0,394,195,10.1,4.9
,Wilson County,104,4488,18.4,1050,304,23.4,6.4,496,213,11.2,4.7
,Wilson County,404,5652,18.7,1885,340,33.4,5.6,360,245,6.4,4.3
,Wilson County,103,3032,18.8,649,328,21.4,10.4,168,92,5.7,3.0
"San Antonio, TX",Bexar County,180902,7474,24.9,6295,930,84.2,7.0,1541,693,20.6,8.9
"San Antonio, TX",Bexar County,181001,3954,25.4,2684,467,67.9,7.8,892,502,23.0,12.6
"San Antonio, TX",Bexar County,181003,6013,33.3,2777,733,46.2,10.9,1598,542,27.4,8.7
"San Antonio, TX",Bexar County,181004,5283,30.8,2679,656,50.7,11.2,841,383,15.9,7.0
"San Antonio, TX",Bexar County,181005,3743,34.3,2095,357,56.0,7.3,1476,382,39.5,9.3
"San Antonio, TX",Bexar County,181100,6236,19.2,3551,587,56.9,8.1,1084,575,17.6,9.2
"San Antonio, TX",Bexar County,181200,4521,16.7,1794,373,39.7,7.8,517,365,11.5,8.1
"San Antonio, TX",Bexar County,181301,4653,26.9,2389,489,51.3,8.8,365,195,7.8,4.1
"San Antonio, TX",Bexar County,181302,6022,26.3,3216,536,53.4,7.6,1114,332,18.5,5.3
"San Antonio, TX",Bexar County,181402,2341,30,1006,179,43.0,5.2,915,276,45.0,12.5
"San Antonio, TX",Bexar County,181504,5945,28.6,2969,580,49.9,8.2,806,336,13.6,5.5
"San Antonio, TX",Bexar County,181505,4708,19,2689,447,57.1,8.4,271,152,5.8,3.2
"San Antonio, TX",Bexar County,181506,4382,24.7,2712,510,61.9,8.3,449,161,10.3,3.4
"San Antonio, TX",Bexar County,181601,3197,23.9,2419,284,75.7,6.7,506,202,16.0,6.2
"San Antonio, TX",Bexar County,181703,7183,20.6,3202,399,44.6,5.0,931,380,13.2,5.3
"San Antonio, TX",Bexar County,181704,5773,24.1,3867,528,67.0,7.3,735,344,12.7,5.9
"San Antonio, TX",Bexar County,181705,5328,28,3011,525,56.5,7.8,464,215,8.8,4.0
"San Antonio, TX",Bexar County,181711,7947,19.8,4171,660,52.5,7.2,668,403,8.4,5.0
"San Antonio, TX",Bexar County,181712,3904,18.5,2196,249,56.2,5.6,301,248,8.0,6.5
"San Antonio, TX",Bexar County,181713,7687,23.1,4783,541,62.2,5.4,1060,615,13.8,7.9
"San Antonio, TX",Bexar County,181715,6441,23.4,4220,452,65.5,4.4,709,306,11.1,4.7
"San Antonio, TX",Bexar County,181716,7233,26.5,5247,695,72.5,7.4,600,340,8.3,4.7
"Houston, TX",Fort Bend County,673101,46330,17.7,7583,1579,16.4,3.4,1168,607,2.5,1.3
"Houston, TX",Fort Bend County,673102,17129,15.3,3004,682,17.5,3.9,147,153,0.9,0.9
"San Antonio, TX",Bexar County,181718,5320,18.9,2255,313,42.4,5.5,371,201,7.0,3.8
"San Antonio, TX",Bexar County,181809,6299,25.7,3891,415,61.8,4.7,1365,531,21.7,8.3
"San Antonio, TX",Bexar County,181811,3943,19.7,1822,281,46.2,5.9,284,145,7.2,3.6
"San Antonio, TX",Bexar County,190200,4623,25.1,2260,441,48.9,7.9,907,243,21.1,5.1
"San Antonio, TX",Bexar County,190400,4060,23.3,1164,210,28.7,4.6,219,124,10.4,5.8
"San Antonio, TX",Bexar County,190501,2659,25.8,2234,324,84.0,8.3,328,192,12.4,7.1
"San Antonio, TX",Bexar County,190601,3894,27.8,3722,515,95.6,3.2,896,350,23.0,8.4
"San Antonio, TX",Bexar County,190800,2023,18.3,319,71,15.8,3.3,80,82,4.0,4.0
"San Antonio, TX",Bexar County,190901,6046,26.9,3785,804,62.6,10.2,1403,544,23.7,8.6
"Killeen, TX",Bell County,22103,5157,24.2,1373,354,26.6,6.3,427,234,8.3,4.5
"Killeen, TX",Bell County,22200,3278,28.3,790,403,24.1,11.9,639,277,20.3,8.4
"Killeen, TX",Bell County,22300,4108,26.9,967,346,23.5,7.9,1091,387,26.6,8.8
