GIDTR,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
48029160702,Bexar County,160702,4808,31,4451,524,92.57,5.18,1670,419,34.8,7.95
48029160901,Bexar County,160901,2885,29.6,2689,414,93.21,4.28,905,324,31.37,10.24
48029160902,Bexar County,160902,5131,28.4,5055,644,98.52,1.33,1524,542,29.87,9.88
48029161000,Bexar County,161000,3840,32.3,3617,358,94.19,13.24,1619,387,42.98,9.24
48029161100,Bexar County,161100,9631,26.7,9393,773,97.53,1.68,1073,503,11.14,5.15
48029161200,Bexar County,161200,2879,32.4,2463,381,85.55,6.44,951,320,33.03,10.18
48029161302,Bexar County,161302,6121,28.2,5695,415,93.04,2.97,1986,608,32.52,9.72
48029161303,Bexar County,161303,5258,27.4,5034,845,95.74,4.52,2236,743,42.54,12.36
48029161304,Bexar County,161304,4440,30.6,4204,527,94.68,4.23,1856,498,41.8,10.09
48029161400,Bexar County,161400,7926,26.6,1172,379,14.79,4.12,187,180,13.6,12.94
48029161501,Bexar County,161501,7907,29.2,6347,792,80.27,5.93,1736,553,21.96,6.64
48029161503,Bexar County,161503,4023,24.2,3308,386,82.23,5.66,1228,419,30.92,10.13
48029161504,Bexar County,161504,4685,27.8,4098,593,87.47,7.11,996,354,21.26,7.11
48029161600,Bexar County,161600,4816,28.3,3832,445,79.57,6.1,1391,530,28.88,10.71
48029161801,Bexar County,161801,3829,24.4,2680,470,69.99,8.86,571,419,15.28,11.05
48029161802,Bexar County,161802,7720,27,6300,845,81.61,6.4,2034,972,26.51,12.34
48029161901,Bexar County,161901,1148,25.7,792,249,68.99,17.29,32,38,2.79,3.27
48029161902,Bexar County,161902,9797,24.9,7297,657,74.48,4.82,824,459,11.17,6.16
48029162001,Bexar County,162001,2288,26,1727,276,75.48,8.21,604,200,26.68,8.32
48029162003,Bexar County,162003,5218,26.4,3869,435,74.15,5.21,1126,423,21.6,7.89
48029162004,Bexar County,162004,3713,27.4,3099,521,83.46,8.72,1401,557,37.73,14.15
48029170101,Bexar County,170101,3874,29.9,3760,432,97.06,3.76,1646,418,42.49,9.76
48029170102,Bexar County,170102,4153,29.4,4110,542,98.96,1.87,1214,466,29.23,10.55
48029170200,Bexar County,170200,5419,30.7,5283,473,97.49,2.37,2112,493,39.12,8.48
48029170300,Bexar County,170300,6570,30.5,6248,604,95.1,3.9,2915,579,47.63,8.28
48029170401,Bexar County,170401,4278,32,3952,477,92.38,5.11,2269,448,53.04,8.79
48029170402,Bexar County,170402,4359,28.5,4241,566,97.29,3.82,1212,345,27.81,7.08
48029170500,Bexar County,170500,4511,27.2,4059,551,89.98,6.22,926,401,20.8,8.66
48029170600,Bexar County,170600,4630,27.2,4125,455,89.09,4.89,1451,589,31.56,12.45
48029170700,Bexar County,170700,4846,29.9,4579,695,94.49,4.52,1740,541,35.91,9.89
48029170800,Bexar County,170800,1244,30.7,1215,162,97.67,4.2,529,204,42.52,15.5
48029170900,Bexar County,170900,3580,28,3313,479,92.54,4.67,1358,350,39.15,8.55
48029171000,Bexar County,171000,6296,29.5,5930,596,94.19,3.64,2134,607,33.89,9.11
48029171100,Bexar County,171100,3928,29.3,3590,435,91.4,4.8,1322,385,34.2,9.18
48029171200,Bexar County,171200,4269,31,4070,489,95.34,3.53,1333,481,31.51,10.74
48029171301,Bexar County,171301,2826,29.4,2656,299,93.98,4.63,1070,365,37.98,12.38
48029171302,Bexar County,171302,4494,25.6,3706,360,82.47,2.49,844,343,25.83,10.18
48029171401,Bexar County,171401,5100,33.2,4829,483,94.69,4.24,2174,551,42.86,10.13
48029171402,Bexar County,171402,5340,28.5,5074,503,95.02,13.44,1581,443,29.61,7.74
48029171501,Bexar County,171501,2492,27.7,2148,329,86.2,6.87,803,338,32.22,12.89
48029171502,Bexar County,171502,5113,27.7,4553,516,89.05,3.96,1523,498,29.9,9.27
48029171601,Bexar County,171601,4552,30.8,3951,403,86.8,5.84,1222,548,26.85,11.86
48029171602,Bexar County,171602,3524,32.9,3060,498,86.83,6.74,990,332,28.09,8.52
48029171700,Bexar County,171700,7410,26.6,5554,592,74.95,4.83,2049,695,27.65,9.08
48029171801,Bexar County,171801,5747,27.1,4809,580,83.68,6.69,1479,451,25.79,7.51
48029171802,Bexar County,171802,6782,29.4,5486,785,80.89,7.3,2616,818,39.54,11.57
48029171902,Bexar County,171902,11618,32.3,8298,1162,71.42,7.36,2587,706,22.27,5.7
48029171903,Bexar County,171903,6940,26.3,5208,426,75.04,1.24,1306,638,18.82,9.07
48029171912,Bexar County,171912,6264,20.9,3638,444,58.08,5.82,112,92,1.83,1.5
48029171913,Bexar County,171913,5442,25.9,4381,455,80.5,6.42,1545,455,28.43,8.16
48029171914,Bexar County,171914,5648,20.9,3787,485,67.05,6.8,875,517,15.49,9.07
48029171915,Bexar County,171915,2230,18.6,1247,255,55.92,9.27,139,95,6.24,4.2
48029171916,Bexar County,171916,8050,23.1,4760,527,59.13,5.01,1067,411,13.42,5.11
48029171917,Bexar County,171917,9377,20.4,4393,1008,46.85,9.62,723,442,7.71,4.65
48029171918,Bexar County,171918,5779,26,3319,470,57.43,6.32,368,254,6.39,4.37
48029171919,Bexar County,171919,3801,26.8,2581,487,67.9,8.92,627,398,16.78,10.42
48029171920,Bexar County,171920,9134,24.2,6442,768,70.53,5.16,1440,745,15.77,8.02
48029171921,Bexar County,171921,5621,25.3,4055,368,72.14,4.75,795,385,14.29,6.86
48029171922,Bexar County,171922,3328,24.8,2793,565,83.92,10.37,274,212,8.23,6.23
48029171923,Bexar County,171923,9054,26.7,5322,787,58.78,6,293,246,3.24,2.7
48029171924,Bexar County,171924,5184,26.9,2372,357,45.76,5.62,384,190,7.41,3.61
48029171925,Bexar County,171925,9226,22.7,5025,696,54.47,6.56,439,213,4.78,2.3
48029172002,Bexar County,172002,9877,22.3,5311,611,53.77,4.54,1342,844,13.68,8.54
48029172003,Bexar County,172003,6306,20.6,2596,580,41.17,8.29,228,144,3.64,2.27
48029172004,Bexar County,172004,3840,16.1,1372,284,35.73,6.9,226,162,5.89,4.2
48029172005,Bexar County,172005,5107,23.4,1920,374,37.6,6.91,180,124,3.55,2.43
48029172006,Bexar County,172006,7527,21,3094,447,41.11,4.79,242,200,3.22,2.65
48029172007,Bexar County,172007,9834,18.8,4327,511,44,2.49,328,330,3.34,3.35
48029180101,Bexar County,180101,4943,23.3,4126,435,83.47,3.26,690,393,13.99,7.85
48029180102,Bexar County,180102,1999,23.8,1417,169,70.89,5.24,408,155,20.64,7.6
48029180201,Bexar County,180201,4691,28.9,3691,573,78.68,8.67,1393,430,30.26,8.71
48029180202,Bexar County,180202,5001,26.5,3717,606,74.33,6.86,1089,493,21.8,9.42
48029180300,Bexar County,180300,4034,28.3,3656,500,90.63,4.14,1375,443,34.22,10.12
48029180400,Bexar County,180400,4450,31.4,3878,511,87.15,6.06,1652,506,37.12,10.58
48029180501,Bexar County,180501,4870,27.3,3935,433,80.8,5.35,1508,385,32.05,7.69
48029180503,Bexar County,180503,4536,23,4127,465,90.98,5.38,857,331,18.89,7.07
48029180504,Bexar County,180504,4623,28.7,4087,387,88.41,4.53,1883,422,40.73,8.53
48029180602,Bexar County,180602,3107,22.4,2271,400,73.09,8.14,637,315,22.82,10.79
48029180603,Bexar County,180603,1726,26.3,1260,189,73,6.8,650,238,37.66,13.06
48029180604,Bexar County,180604,6150,24.8,4489,674,72.99,7.45,1361,576,22.21,9.08
48029180701,Bexar County,180701,4095,26.4,1865,407,45.54,8.64,674,233,17.88,5.94
48029180702,Bexar County,180702,6936,28,3968,625,57.21,6.32,1397,459,20.14,6.22
48029180800,Bexar County,180800,2292,32,1589,437,69.33,11.96,679,269,29.62,9.87
48029180901,Bexar County,180901,5714,23.8,4350,408,76.13,5.13,1097,462,19.29,8.02
48029180902,Bexar County,180902,7474,24.9,6295,930,84.23,7,1541,693,20.62,8.92
48029181001,Bexar County,181001,3954,25.4,2684,467,67.88,7.85,892,502,23.04,12.61
48029181003,Bexar County,181003,6013,33.3,2777,733,46.18,10.88,1598,542,27.41,8.72
48029181004,Bexar County,181004,5283,30.8,2679,656,50.71,11.16,841,383,15.92,7.05
48029181005,Bexar County,181005,3743,34.3,2095,357,55.97,7.32,1476,382,39.53,9.26
48029181100,Bexar County,181100,6236,19.2,3551,587,56.94,8.07,1084,575,17.59,9.22
48029181200,Bexar County,181200,4521,16.7,1794,373,39.68,7.83,517,365,11.51,8.09
48029181301,Bexar County,181301,4653,26.9,2389,489,51.34,8.85,365,195,7.84,4.1
48029181302,Bexar County,181302,6022,26.3,3216,536,53.4,7.59,1114,332,18.5,5.27
48029181303,Bexar County,181303,3528,33.2,1287,284,36.48,6.01,1736,512,49.21,12.59
48029181402,Bexar County,181402,2341,30,1006,179,42.97,5.25,915,276,45.05,12.51
48029181403,Bexar County,181403,6688,30.2,3322,862,49.67,11.28,881,358,13.17,5.09
48029181404,Bexar County,181404,5070,28.1,988,256,19.49,4.74,724,262,14.42,5.05
48029181503,Bexar County,181503,6972,26.8,2996,469,42.97,5.91,1321,472,19.43,6.79
48029181504,Bexar County,181504,5945,28.6,2969,580,49.94,8.19,806,336,13.56,5.46
48029181505,Bexar County,181505,4708,19,2689,447,57.12,8.42,271,152,5.76,3.2
48029181506,Bexar County,181506,4382,24.7,2712,510,61.89,8.35,449,161,10.29,3.43
48029181601,Bexar County,181601,3197,23.9,2419,284,75.66,6.67,506,202,16.04,6.24
48029181602,Bexar County,181602,6302,29,5137,567,81.51,4.51,1581,567,25.12,8.68
48029181703,Bexar County,181703,7183,20.6,3202,399,44.58,4.95,931,380,13.16,5.33
48029181704,Bexar County,181704,5773,24.1,3867,528,66.98,7.34,735,344,12.73,5.87
48029181705,Bexar County,181705,5328,28,3011,525,56.51,7.85,464,215,8.75,3.95
48029181711,Bexar County,181711,7947,19.8,4171,660,52.49,7.22,668,403,8.43,5.04
48029181712,Bexar County,181712,3904,18.5,2196,249,56.25,5.56,301,248,7.97,6.55
48029181713,Bexar County,181713,7687,23.1,4783,541,62.22,5.36,1060,615,13.79,7.94
48029181715,Bexar County,181715,6441,23.4,4220,452,65.52,4.39,709,306,11.06,4.69
48029181716,Bexar County,181716,7233,26.5,5247,695,72.54,7.4,600,340,8.31,4.66
48029181718,Bexar County,181718,5320,18.9,2255,313,42.39,5.51,371,201,7.02,3.79
48029181720,Bexar County,181720,4783,16.1,2252,292,47.08,5.58,73,69,1.54,1.45
48029181721,Bexar County,181721,3933,19.1,2223,378,56.52,8.35,386,339,9.85,8.61
48029181722,Bexar County,181722,4772,19.4,2632,378,55.16,6.17,349,254,7.32,5.29
48029181723,Bexar County,181723,4977,21.6,2867,291,57.6,3.77,401,197,8.06,3.91
48029181724,Bexar County,181724,5573,19,2382,637,42.74,10.66,113,72,2.06,1.3
48029181725,Bexar County,181725,5490,30.5,3417,828,62.24,13.46,995,459,18.12,8.12
48029181726,Bexar County,181726,9494,21,5162,531,54.37,4.34,234,150,2.5,1.6
48029181727,Bexar County,181727,3639,25.7,2673,411,73.45,9.36,631,358,17.39,9.75
48029181728,Bexar County,181728,11308,25.5,7435,1055,65.75,7.15,482,406,4.29,3.59
48029181729,Bexar County,181729,4919,21.3,2517,384,51.17,6.22,319,253,6.5,5.12
48029181730,Bexar County,181730,4097,22.5,2650,420,64.68,6.58,127,109,3.1,2.63
48029181731,Bexar County,181731,7408,19.5,4304,622,58.1,7.27,406,299,5.55,4.07
48029181808,Bexar County,181808,1498,25.7,574,265,38.32,16.54,524,244,37.56,16.21
48029181809,Bexar County,181809,6299,25.7,3891,415,61.77,4.65,1365,531,21.67,8.27
48029181811,Bexar County,181811,3943,19.7,1822,281,46.21,5.91,284,145,7.2,3.62
48029181813,Bexar County,181813,6550,30.2,3319,712,50.67,9.58,1283,455,19.59,6.66
48029181814,Bexar County,181814,3799,27.2,2033,382,53.51,8.49,662,286,17.43,7.32
48029181815,Bexar County,181815,3799,23.2,1420,368,37.38,7.91,360,197,9.5,5
48029181816,Bexar County,181816,4629,16.8,2436,473,52.62,9.28,328,245,7.09,5.26
48029181817,Bexar County,181817,3488,22.8,2192,396,62.84,9.4,318,164,9.24,4.68
48029181818,Bexar County,181818,4937,23.1,2666,374,54,5.42,793,373,16.17,7.44
48029181819,Bexar County,181819,6166,26.5,3344,684,54.23,9.35,695,343,11.27,5.42
48029181820,Bexar County,181820,5922,34,2083,336,35.17,1.1,2229,379,55.78,7.5
48029181821,Bexar County,181821,3549,24.2,1574,243,44.35,5.78,250,146,7.26,4.21
48029181822,Bexar County,181822,5021,22.7,2541,316,50.61,5.11,380,197,7.58,3.89
48029181823,Bexar County,181823,2952,26.2,1425,327,48.27,8.83,865,288,29.3,8.87
48029181824,Bexar County,181824,5465,23.5,2765,399,50.59,5.28,862,434,15.87,7.83
48029181825,Bexar County,181825,3323,24,1424,187,42.85,4.66,336,191,10.11,5.7
48029181826,Bexar County,181826,6693,18.7,3139,526,46.9,6.51,490,404,7.35,6.02
48029181901,Bexar County,181901,3693,33,1356,416,36.72,10.41,1496,417,40.51,10.24
48029181902,Bexar County,181902,6304,16.5,1637,334,25.97,4.79,472,333,7.49,5.24
48029182001,Bexar County,182001,5223,20.2,1802,361,34.5,6.38,340,186,6.51,3.53
48029182002,Bexar County,182002,9317,17.2,3391,514,36.4,5.19,144,96,1.55,1.03
48029182003,Bexar County,182003,3745,21.2,1097,359,29.29,8.97,103,91,2.75,2.41
48029182101,Bexar County,182101,7330,11.5,1722,295,23.49,3.7,191,128,2.61,1.74
48029182102,Bexar County,182102,7535,15.5,2223,340,29.5,4.11,280,180,3.72,2.38
48029182103,Bexar County,182103,2421,17.4,809,199,33.42,7.49,46,36,1.91,1.49
48029182105,Bexar County,182105,2463,15.4,970,178,39.38,6.39,38,53,1.54,2.15
48029182106,Bexar County,182106,6384,15.8,2438,339,38.19,4.5,226,187,3.56,2.93
48029190100,Bexar County,190100,3456,26.9,2771,405,80.18,6.26,895,274,27.86,7.75
48029190200,Bexar County,190200,4623,25.1,2260,441,48.89,7.9,907,243,21.08,5.13
48029190400,Bexar County,190400,4060,23.3,1164,210,28.67,4.63,219,124,10.42,5.83
48029190501,Bexar County,190501,2659,25.8,2234,324,84.02,8.35,328,192,12.4,7.14
48029190503,Bexar County,190503,3597,27.6,2618,456,72.78,10.02,799,298,22.31,7.97
48029190504,Bexar County,190504,2626,27,2203,338,83.89,6.75,541,250,20.7,9.17
48029190601,Bexar County,190601,3894,27.8,3722,515,95.58,3.18,896,350,23.01,8.44
48029190603,Bexar County,190603,2823,25.5,2363,419,83.71,9.12,663,329,23.49,11.18
48029190604,Bexar County,190604,4385,27.6,4018,585,91.63,6.63,1309,416,29.85,8.71
48029190700,Bexar County,190700,2758,26.8,1761,259,63.85,7.07,582,165,21.16,5.64
48029190800,Bexar County,190800,2023,18.3,319,71,15.77,3.32,80,82,3.95,4.04
48029190901,Bexar County,190901,6046,26.9,3785,804,62.6,10.18,1403,544,23.67,8.58
48029190902,Bexar County,190902,3983,22.8,2618,406,65.73,8.12,500,269,12.64,6.7
48029191003,Bexar County,191003,7754,27.6,5830,819,75.19,6.17,1761,594,22.71,7.21
48029191004,Bexar County,191004,3896,31.7,3153,410,80.93,6.32,1324,353,33.98,8.34
48029191005,Bexar County,191005,2341,25.7,2054,315,87.74,6.03,497,206,21.23,8.3
48029191006,Bexar County,191006,6283,26.5,5524,526,87.92,12.03,1445,479,23,7.28
48029191101,Bexar County,191101,1560,14.2,510,120,32.69,6.85,94,75,6.03,4.76
48029191102,Bexar County,191102,2687,17.8,1065,264,39.64,9.51,158,117,5.92,4.37
48029191201,Bexar County,191201,2993,19.2,1440,210,48.11,5.02,507,294,16.95,9.67
48029191202,Bexar County,191202,5366,23.3,2937,550,54.73,8.44,627,277,11.97,5.12
48029191303,Bexar County,191303,1532,22,643,164,41.97,9.73,131,70,8.72,4.58
48029191304,Bexar County,191304,2854,30.9,1892,599,66.29,16.79,402,191,14.09,6.13
48029191405,Bexar County,191405,7711,19.7,2910,420,37.74,4.79,571,317,7.41,4.08
48029191406,Bexar County,191406,7373,15.7,1678,432,22.76,5.52,365,259,4.95,3.49
48029191408,Bexar County,191408,3161,32,1955,380,61.85,9.89,598,226,19.04,6.86
48029191409,Bexar County,191409,6694,31.5,4826,820,72.09,8.34,1323,458,19.76,6.38
48029191410,Bexar County,191410,5954,31.9,2906,470,48.81,6.91,954,361,16.13,5.97
48029191411,Bexar County,191411,4389,24.2,1377,357,31.37,7.48,248,149,5.65,3.35
48029191412,Bexar County,191412,2167,11.8,430,146,19.84,6.57,5,7,0.23,0.32
48029191413,Bexar County,191413,6028,22.6,2277,596,37.77,9.34,652,481,10.82,7.92
48029191503,Bexar County,191503,5121,18.3,1686,282,32.92,5.08,309,144,6.05,2.79
48029191504,Bexar County,191504,2589,11.7,720,171,27.81,6.44,138,80,5.33,3.08
48029191505,Bexar County,191505,2204,10.6,592,120,26.86,4.86,63,88,2.86,3.98
48029191506,Bexar County,191506,5324,21.8,2762,577,51.88,9.36,843,481,15.83,8.88
48029191701,Bexar County,191701,1502,13.1,294,108,19.57,6.94,21,18,1.4,1.19
48029191702,Bexar County,191702,7501,18.4,1576,209,21.01,2.08,281,193,3.87,2.64
48029191804,Bexar County,191804,6349,13.3,1587,222,25,3.25,60,56,0.95,0.88
48029191806,Bexar County,191806,8445,20.5,1991,447,23.58,5.11,229,140,2.73,1.66
48029191807,Bexar County,191807,4186,21.3,1520,422,36.31,9.04,500,209,11.94,4.77
48029191808,Bexar County,191808,3680,20.8,1070,326,29.08,8.56,33,32,0.9,0.87
48029191809,Bexar County,191809,6627,19.4,2624,764,39.6,10.7,788,442,12.16,6.71
48029191810,Bexar County,191810,5325,22.2,1443,450,27.1,8.08,182,143,3.42,2.67
48029191811,Bexar County,191811,4339,16.3,893,337,20.58,7.54,112,96,2.58,2.2
48029191812,Bexar County,191812,4775,16.6,1101,645,23.06,13.13,191,175,4,3.62
48029191813,Bexar County,191813,6463,19.1,2183,648,33.78,9.76,407,380,6.3,5.86
48029191814,Bexar County,191814,4321,20.2,1468,339,33.97,7.15,295,192,6.83,4.4
48029191815,Bexar County,191815,5381,21,1798,387,33.41,6.47,239,176,4.46,3.26
48029191816,Bexar County,191816,2851,21.6,1054,327,36.97,10.54,148,164,5.19,5.72
48029191817,Bexar County,191817,11403,21.4,3518,458,30.85,3.42,417,301,3.69,2.65
48029191900,Bexar County,191900,5644,29.1,4258,509,75.44,5.01,2014,511,36.57,8.51
48029192000,Bexar County,192000,5229,29.6,2397,670,45.84,10.45,1475,521,36.43,12.2
48029192100,Bexar County,192100,2668,23.2,1456,252,54.57,7.98,395,195,14.82,7.19
48029192200,Bexar County,192200,1491,31.5,1068,187,71.63,8.34,344,175,25.31,12.43
48029192300,Bexar County,192300,4223,19.5,1513,308,35.83,6.71,67,53,1.59,1.25
48029980001,Bexar County,980001,0,10.5,0,13,,,0,13,,
48029980002,Bexar County,980002,20,8.1,20,20,100,100,0,13,0,65
48029980003,Bexar County,980003,1468,29.7,298,134,20.3,8.6,19,20,2.07,2.15
48029980004,Bexar County,980004,0,,0,13,,,0,13,,
48029980005,Bexar County,980005,23,10.6,5,6,21.74,19.78,0,13,0,56.52
48029980100,Bexar County,980100,545,39.6,68,25,12.48,8.47,0,13,0,8.61
48031950100,Blanco County,950100,4854,20,860,280,17.72,5.59,462,181,9.65,3.7
48031950200,Blanco County,950200,5771,19.6,1141,280,19.77,4.66,589,207,10.4,3.58
48033950100,Borden County,950100,676,19.6,64,43,9.47,6.21,7,7,1.04,1.03
48035950100,Bosque County,950100,4011,20.4,728,150,18.15,3.49,776,168,19.43,3.95
48035950200,Bosque County,950200,1660,22.9,413,116,24.88,6.28,309,93,19.62,5.39
48035950300,Bosque County,950300,1798,16,145,82,8.06,4.44,381,141,21.27,7.39
48035950400,Bosque County,950400,3454,16,334,125,9.67,3.5,145,72,4.2,2.04
48035950500,Bosque County,950500,2874,19.5,871,165,30.31,5.54,494,204,19.04,7.75
48035950600,Bosque County,950600,1714,15.5,176,100,10.27,5.7,119,46,6.94,2.55
48035950700,Bosque County,950700,2541,20.2,321,111,12.63,4.22,304,155,12.11,6.08
48037010100,Bowie County,10100,5433,23.7,312,260,5.74,4.73,1615,494,31.44,8.67
48037010400,Bowie County,10400,4209,26.7,159,151,3.78,3.56,1687,387,40.28,7.67
48037010500,Bowie County,10500,2576,29.2,255,150,9.9,5.67,854,326,41.94,14.93
48037010600,Bowie County,10600,2165,30.2,89,74,4.11,3.35,731,265,33.76,10.98
48037010700,Bowie County,10700,4567,24.3,651,372,14.25,7.96,1142,346,25.01,6.94
48037010800,Bowie County,10800,5077,27.1,801,461,15.78,8.92,1323,463,26.53,8.83
48037010901,Bowie County,10901,7514,15.8,64,72,0.85,0.96,588,360,8.05,4.89
48037010902,Bowie County,10902,6905,20.5,711,303,10.3,4.26,978,405,14.16,5.68
48037011000,Bowie County,11000,7889,20.9,388,239,4.92,3.01,1651,649,20.93,8.1
48037011100,Bowie County,11100,6565,21.7,662,151,10.08,2.12,719,292,14.66,5.72
48037011200,Bowie County,11200,6260,14.9,248,176,3.96,2.8,398,177,6.37,2.81
48037011300,Bowie County,11300,5624,21.6,550,296,9.78,5.22,1000,242,17.81,4.12
48037011401,Bowie County,11401,8187,18.8,223,172,2.72,2.09,1056,332,12.9,3.93
48037011402,Bowie County,11402,2314,19.4,19,23,0.82,0.99,398,151,17.33,6.36
48037011501,Bowie County,11501,7193,22.2,867,184,12.05,2.36,608,301,12.11,5.84
48037011502,Bowie County,11502,3031,22.4,70,94,2.31,3.09,1084,385,36.62,12.26
48037011600,Bowie County,11600,5206,19.5,274,144,5.26,2.73,830,335,16.14,6.35
48037011700,Bowie County,11700,2353,18.2,114,91,4.84,3.83,362,167,15.55,6.98
48039660100,Brazoria County,660100,4650,12.9,783,425,16.84,9.05,113,68,2.43,1.45
48039660200,Brazoria County,660200,5604,21,1012,401,18.06,6.92,300,228,5.47,4.11
48039660300,Brazoria County,660300,10316,20.4,2533,515,24.55,4.83,449,215,4.4,2.1
48039660400,Brazoria County,660400,10005,21,2626,612,26.25,5.79,760,560,7.6,5.57
48039660500,Brazoria County,660500,9337,21.8,3190,502,34.17,4.76,1102,482,11.8,5.09
48039660601,Brazoria County,660601,12108,14.8,1753,684,14.48,5.61,361,361,3,3
48039660602,Brazoria County,660602,31346,21.9,7213,1029,23.01,3.01,1957,869,6.27,2.76
48039660701,Brazoria County,660701,15580,22.5,1970,468,12.64,2.92,580,430,3.72,2.75
48039660702,Brazoria County,660702,13881,21.3,2570,552,18.51,3.71,1642,874,11.87,6.25
48039660801,Brazoria County,660801,8824,19.8,2822,561,31.98,5.88,473,441,5.37,4.99
48039660802,Brazoria County,660802,7718,18.4,2139,415,27.71,4.76,509,460,6.6,5.93
48039660900,Brazoria County,660900,6743,25.4,3469,589,51.45,6.8,1412,435,21.01,6.08
48039661000,Brazoria County,661000,6617,21,2711,615,40.97,8.44,958,488,14.51,7.26
48039661100,Brazoria County,661100,3157,26.1,1252,358,39.66,10.24,532,230,16.99,7.03
48039661200,Brazoria County,661200,3995,25.5,1279,293,32.02,6.4,555,194,13.92,4.61
48039661300,Brazoria County,661300,2578,25.7,1151,280,44.65,9.63,583,227,22.85,8.52
48039661400,Brazoria County,661400,6329,21.1,2241,496,35.41,7.21,865,477,13.72,7.47
48039661501,Brazoria County,661501,4927,21.3,1775,456,36.03,8.06,464,307,9.42,6.12
48039661502,Brazoria County,661502,4524,20.4,991,236,21.91,4.97,557,256,12.31,5.59
48039661601,Brazoria County,661601,6360,22.2,2259,743,35.52,10.99,1251,521,19.67,7.89
48039661602,Brazoria County,661602,3184,24.1,1214,436,38.13,12.36,484,275,15.32,8.37
48039661700,Brazoria County,661700,2626,22.3,825,317,31.42,11.39,229,97,8.85,3.57
